d_m_Y_H_M_S,Temperature1,Temperature2
02_07_2020_00_13_00,0.004513873560345031,0.9999898124208473
02_07_2020_00_13_10,0.004571743333565686,0.9999895495268398
02_07_2020_00_13_20,0.004629613091475665,0.9999892832838876
02_07_2020_00_13_30,0.0046874828338811635,0.9999890136919916
02_07_2020_00_13_40,0.004745352560588377,0.9999887407511525
02_07_2020_00_13_50,0.0048032222714035015,0.9999884644613715
02_07_2020_00_14_00,0.004861091966132731,0.9999881848226492
02_07_2020_00_14_10,0.004918961644582262,0.9999879018349868
02_07_2020_00_14_20,0.00497683130655829,0.9999876154983851
02_07_2020_00_14_30,0.005034700951867011,0.9999873258128451
02_07_2020_00_14_40,0.00509257058031462,0.9999870327783679
02_07_2020_00_14_50,0.005150440191707312,0.9999867363949542
02_07_2020_00_15_00,0.005208309785851286,0.9999864366626052
02_07_2020_00_15_10,0.005266179362552735,0.9999861335813219
02_07_2020_00_15_20,0.005324048921617856,0.9999858271511053
02_07_2020_00_15_30,0.005381918462852846,0.9999855173719563
02_07_2020_00_15_40,0.005439787986063899,0.9999852042438762
02_07_2020_00_15_50,0.005497657491057212,0.9999848877668657
02_07_2020_00_16_00,0.005555526977638981,0.9999845679409262
02_07_2020_00_16_10,0.005613396445615403,0.9999842447660585
02_07_2020_00_16_20,0.005671265894792674,0.9999839182422638
02_07_2020_00_16_30,0.005729135324976989,0.9999835883695433
02_07_2020_00_16_40,0.005787004735974546,0.9999832551478979
02_07_2020_00_16_50,0.005844874127591542,0.9999829185773288
02_07_2020_00_17_00,0.005902743499634174,0.9999825786578371
02_07_2020_00_17_10,0.005960612851908636,0.9999822353894241
02_07_2020_00_17_20,0.0060184821842211265,0.9999818887720908
02_07_2020_00_17_30,0.006076351496377841,0.9999815388058384
02_07_2020_00_17_40,0.006134220788184979,0.9999811854906681
02_07_2020_00_17_50,0.006192090059448735,0.9999808288265809
02_07_2020_00_18_00,0.006249959309975306,0.9999804688135782
02_07_2020_00_18_10,0.006307828539570891,0.9999801054516612
02_07_2020_00_18_20,0.006365697748041684,0.999979738740831
02_07_2020_00_18_30,0.006423566935193885,0.9999793686810888
02_07_2020_00_18_40,0.0064814361008336905,0.9999789952724362
02_07_2020_00_18_50,0.006539305244767298,0.9999786185148739
02_07_2020_00_19_00,0.006597174366800905,0.9999782384084036
02_07_2020_00_19_10,0.006655043466740707,0.9999778549530264
02_07_2020_00_19_20,0.006712912544392904,0.9999774681487436
02_07_2020_00_19_30,0.006770781599563692,0.9999770779955564
02_07_2020_00_19_40,0.006828650632059271,0.9999766844934662
02_07_2020_00_19_50,0.006886519641685835,0.9999762876424744
02_07_2020_00_20_00,0.006944388628249585,0.9999758874425823
02_07_2020_00_20_10,0.007002257591556718,0.999975483893791
02_07_2020_00_20_20,0.007060126531413433,0.9999750769961021
02_07_2020_00_20_30,0.007117995447625926,0.999974666749517
02_07_2020_00_20_40,0.0071758643400003964,0.9999742531540369
02_07_2020_00_20_50,0.007233733208343043,0.9999738362096633
02_07_2020_00_21_00,0.007291602052460063,0.9999734159163975
02_07_2020_00_21_10,0.007349470872157655,0.9999729922742411
02_07_2020_00_21_20,0.007407339667242018,0.9999725652831952
02_07_2020_00_21_30,0.007465208437519351,0.9999721349432615
02_07_2020_00_21_40,0.00752307718279585,0.9999717012544413
02_07_2020_00_21_50,0.007580945902877717,0.9999712642167362
02_07_2020_00_22_00,0.00763881459757115,0.9999708238301476
02_07_2020_00_22_10,0.007696683266682347,0.9999703800946768
02_07_2020_00_22_20,0.007754551910017508,0.9999699330103254
02_07_2020_00_22_30,0.0078124205273828315,0.9999694825770951
02_07_2020_00_22_40,0.007870289118584515,0.9999690287949872
02_07_2020_00_22_50,0.007928157683428761,0.9999685716640032
02_07_2020_00_23_00,0.007986026221721768,0.9999681111841447
02_07_2020_00_23_10,0.008043894733269734,0.9999676473554132
02_07_2020_00_23_20,0.008101763217878859,0.9999671801778104
02_07_2020_00_23_30,0.008159631675355343,0.9999667096513376
02_07_2020_00_23_40,0.008217500105505387,0.9999662357759966
02_07_2020_00_23_50,0.008275368508135188,0.9999657585517889
02_07_2020_00_24_00,0.008333236883050947,0.9999652779787161
02_07_2020_00_24_10,0.008391105230058865,0.9999647940567798
02_07_2020_00_24_20,0.008448973548965141,0.9999643067859817
02_07_2020_00_24_30,0.008506841839575974,0.9999638161663233
02_07_2020_00_24_40,0.008564710101697568,0.9999633221978064
02_07_2020_00_24_50,0.00862257833513612,0.9999628248804324
02_07_2020_00_25_00,0.008680446539697835,0.9999623242142033
02_07_2020_00_25_10,0.008738314715188907,0.9999618201991206
02_07_2020_00_25_20,0.008796182861415541,0.9999613128351859
02_07_2020_00_25_30,0.008854050978183935,0.999960802122401
02_07_2020_00_25_40,0.008911919065300294,0.9999602880607678
02_07_2020_00_25_50,0.008969787122570813,0.9999597706502876
02_07_2020_00_26_00,0.009027655149801698,0.9999592498909624
02_07_2020_00_26_10,0.009085523146799149,0.999958725782794
02_07_2020_00_26_20,0.009143391113369365,0.999958198325784
02_07_2020_00_26_30,0.009201259049318553,0.9999576675199342
02_07_2020_00_26_40,0.009259126954452907,0.9999571333652465
02_07_2020_00_26_50,0.009316994828578635,0.9999565958617225
02_07_2020_00_27_00,0.009374862671501933,0.9999560550093641
02_07_2020_00_27_10,0.009432730483029008,0.9999555108081731
02_07_2020_00_27_20,0.009490598262966058,0.9999549632581515
02_07_2020_00_27_30,0.009548466011119288,0.9999544123593007
02_07_2020_00_27_40,0.009606333727294896,0.999953858111623
02_07_2020_00_27_50,0.009664201411299088,0.99995330051512
02_07_2020_00_28_00,0.009722069062938066,0.9999527395697936
02_07_2020_00_28_10,0.009779936682018028,0.9999521752756457
02_07_2020_00_28_20,0.009837804268345185,0.9999516076326782
02_07_2020_00_28_30,0.00989567182172573,0.9999510366408931
02_07_2020_00_28_40,0.009953539341965875,0.9999504623002922
02_07_2020_00_28_50,0.010011406828871814,0.9999498846108773
02_07_2020_00_29_00,0.010069274282249756,0.9999493035726505
02_07_2020_00_29_10,0.010127141701905902,0.9999487191856138
02_07_2020_00_29_20,0.010185009087646456,0.999948131449769
02_07_2020_00_29_30,0.01024287643927762,0.9999475403651182
02_07_2020_00_29_40,0.010300743756605595,0.9999469459316633
02_07_2020_00_29_50,0.010358611039436593,0.9999463481494063
02_07_2020_00_30_00,0.010416478287576808,0.9999457470183493
02_07_2020_00_30_10,0.010474345500832451,0.9999451425384941
02_07_2020_00_30_20,0.01053221267900972,0.9999445347098429
02_07_2020_00_30_30,0.010590079821914825,0.9999439235323976
02_07_2020_00_30_40,0.010647946929353964,0.9999433090061605
02_07_2020_00_30_50,0.010705814001133346,0.9999426911311333
02_07_2020_00_31_00,0.010763681037059174,0.9999420699073184
02_07_2020_00_31_10,0.01082154803693765,0.9999414453347177
02_07_2020_00_31_20,0.010879415000574983,0.9999408174133334
02_07_2020_00_31_30,0.010937281927777372,0.9999401861431674
02_07_2020_00_31_40,0.010995148818351029,0.9999395515242221
02_07_2020_00_31_50,0.011053015672102151,0.9999389135564993
02_07_2020_00_32_00,0.01111088248883695,0.9999382722400014
02_07_2020_00_32_10,0.011168749268361628,0.9999376275747305
02_07_2020_00_32_20,0.011226616010482391,0.9999369795606887
02_07_2020_00_32_30,0.011284482715005442,0.9999363281978781
02_07_2020_00_32_40,0.011342349381736993,0.9999356734863011
02_07_2020_00_32_50,0.01140021601048324,0.9999350154259598
02_07_2020_00_33_00,0.011458082601050397,0.9999343540168562
02_07_2020_00_33_10,0.011515949153244668,0.9999336892589927
02_07_2020_00_33_20,0.011573815666872257,0.9999330211523716
02_07_2020_00_33_30,0.011631682141739373,0.9999323496969951
02_07_2020_00_33_40,0.011689548577652219,0.9999316748928653
02_07_2020_00_33_50,0.011747414974417005,0.9999309967399844
02_07_2020_00_34_00,0.011805281331839935,0.9999303152383551
02_07_2020_00_34_10,0.011863147649727217,0.9999296303879792
02_07_2020_00_34_20,0.011921013927885056,0.9999289421888593
02_07_2020_00_34_30,0.011978880166119664,0.9999282506409977
02_07_2020_00_34_40,0.01203674636423724,0.9999275557443964
02_07_2020_00_34_50,0.012094612522044,0.9999268574990581
02_07_2020_00_35_00,0.012152478639346145,0.9999261559049849
02_07_2020_00_35_10,0.012210344715949886,0.9999254509621793
02_07_2020_00_35_20,0.012268210751661431,0.9999247426706436
02_07_2020_00_35_30,0.012326076746286984,0.9999240310303802
02_07_2020_00_35_40,0.012383942699632756,0.9999233160413914
02_07_2020_00_35_50,0.012441808611504955,0.9999225977036796
02_07_2020_00_36_00,0.012499674481709789,0.9999218760172474
02_07_2020_00_36_10,0.012557540310053465,0.9999211509820969
02_07_2020_00_36_20,0.012615406096342194,0.9999204225982308
02_07_2020_00_36_30,0.012673271840382182,0.9999196908656514
02_07_2020_00_36_40,0.012731137541979638,0.9999189557843612
02_07_2020_00_36_50,0.012789003200940775,0.9999182173543626
02_07_2020_00_37_00,0.012846868817071797,0.9999174755756581
02_07_2020_00_37_10,0.012904734390178916,0.9999167304482504
02_07_2020_00_37_20,0.012962599920068341,0.9999159819721416
02_07_2020_00_37_30,0.013020465406546281,0.9999152301473345
02_07_2020_00_37_40,0.013078330849418944,0.9999144749738316
02_07_2020_00_37_50,0.013136196248492545,0.9999137164516352
02_07_2020_00_38_00,0.013194061603573287,0.999912954580748
02_07_2020_00_38_10,0.013251926914467384,0.9999121893611727
02_07_2020_00_38_20,0.013309792180981049,0.9999114207929116
02_07_2020_00_38_30,0.013367657402920487,0.9999106488759674
02_07_2020_00_38_40,0.013425522580091913,0.9999098736103427
02_07_2020_00_38_50,0.013483387712301531,0.99990909499604
02_07_2020_00_39_00,0.013541252799355561,0.999908313033062
02_07_2020_00_39_10,0.013599117841060207,0.9999075277214113
02_07_2020_00_39_20,0.013656982837221684,0.9999067390610905
02_07_2020_00_39_30,0.0137148477876462,0.9999059470521023
02_07_2020_00_39_40,0.01377271269213997,0.9999051516944494
02_07_2020_00_39_50,0.013830577550509203,0.9999043529881342
02_07_2020_00_40_00,0.01388844236256011,0.9999035509331596
02_07_2020_00_40_10,0.013946307128098908,0.9999027455295284
02_07_2020_00_40_20,0.014004171846931802,0.9999019367772429
02_07_2020_00_40_30,0.014062036518865012,0.9999011246763062
02_07_2020_00_40_40,0.014119901143704741,0.9999003092267209
02_07_2020_00_40_50,0.014177765721257212,0.9998994904284896
02_07_2020_00_41_00,0.014235630251328629,0.9998986682816151
02_07_2020_00_41_10,0.014293494733725211,0.9998978427861003
02_07_2020_00_41_20,0.014351359168253166,0.9998970139419479
02_07_2020_00_41_30,0.01440922355471871,0.9998961817491605
02_07_2020_00_41_40,0.014467087892928056,0.999895346207741
02_07_2020_00_41_50,0.014524952182687418,0.9998945073176924
02_07_2020_00_42_00,0.014582816423803008,0.9998936650790171
02_07_2020_00_42_10,0.014640680616081042,0.9998928194917183
02_07_2020_00_42_20,0.014698544759327734,0.9998919705557986
02_07_2020_00_42_30,0.014756408853349294,0.999891118271261
02_07_2020_00_42_40,0.014814272897951942,0.9998902626381082
02_07_2020_00_42_50,0.014872136892941886,0.9998894036563432
02_07_2020_00_43_00,0.01493000083812535,0.9998885413259688
02_07_2020_00_43_10,0.014987864733308539,0.9998876756469879
02_07_2020_00_43_20,0.015045728578297673,0.9998868066194034
02_07_2020_00_43_30,0.015103592372898968,0.9998859342432183
02_07_2020_00_43_40,0.015161456116918635,0.9998850585184352
02_07_2020_00_43_50,0.015219319810162895,0.9998841794450575
02_07_2020_00_44_00,0.01527718345243796,0.9998832970230879
02_07_2020_00_44_10,0.015335047043550046,0.9998824112525293
02_07_2020_00_44_20,0.01539291058330537,0.9998815221333848
02_07_2020_00_44_30,0.01545077407151015,0.9998806296656572
02_07_2020_00_44_40,0.015508637507970598,0.9998797338493497
02_07_2020_00_44_50,0.015566500892492934,0.9998788346844651
02_07_2020_00_45_00,0.015624364224883372,0.9998779321710066
02_07_2020_00_45_10,0.015682227504948132,0.9998770263089772
02_07_2020_00_45_20,0.015740090732493425,0.9998761170983798
02_07_2020_00_45_30,0.01579795390732548,0.9998752045392175
02_07_2020_00_45_40,0.015855817029250503,0.9998742886314934
02_07_2020_00_45_50,0.015913680098074718,0.9998733693752105
02_07_2020_00_46_00,0.015971543113604336,0.9998724467703719
02_07_2020_00_46_10,0.01602940607564558,0.9998715208169808
02_07_2020_00_46_20,0.01608726898400467,0.9998705915150401
02_07_2020_00_46_30,0.01614513183848782,0.9998696588645531
02_07_2020_00_46_40,0.01620299463890125,0.9998687228655229
02_07_2020_00_46_50,0.016260857385051182,0.9998677835179525
02_07_2020_00_47_00,0.01631872007674383,0.9998668408218451
02_07_2020_00_47_10,0.01637658271378541,0.9998658947772039
02_07_2020_00_47_20,0.01643444529598215,0.999864945384032
02_07_2020_00_47_30,0.016492307823140265,0.9998639926423327
02_07_2020_00_47_40,0.016550170295065978,0.9998630365521092
02_07_2020_00_47_50,0.0166080327115655,0.9998620771133645
02_07_2020_00_48_00,0.01666589507244506,0.9998611143261019
02_07_2020_00_48_10,0.016723757377510872,0.9998601481903248
02_07_2020_00_48_20,0.016781619626569162,0.9998591787060361
02_07_2020_00_48_30,0.016839481819426145,0.9998582058732394
02_07_2020_00_48_40,0.016897343955888044,0.9998572296919378
02_07_2020_00_48_50,0.016955206035761082,0.9998562501621345
02_07_2020_00_49_00,0.017013068058851475,0.9998552672838329
02_07_2020_00_49_10,0.01707093002496545,0.9998542810570362
02_07_2020_00_49_20,0.017128791933909225,0.9998532914817477
02_07_2020_00_49_30,0.017186653785489024,0.9998522985579709
02_07_2020_00_49_40,0.017244515579511063,0.9998513022857088
02_07_2020_00_49_50,0.017302377315781572,0.9998503026649651
02_07_2020_00_50_00,0.01736023899410677,0.9998492996957429
02_07_2020_00_50_10,0.01741810061429288,0.9998482933780456
02_07_2020_00_50_20,0.017475962176146116,0.9998472837118766
02_07_2020_00_50_30,0.017533823679472715,0.9998462706972393
02_07_2020_00_50_40,0.017591685124078892,0.9998452543341371
02_07_2020_00_50_50,0.01764954650977087,0.9998442346225733
02_07_2020_00_51_00,0.017707407836354876,0.9998432115625514
02_07_2020_00_51_10,0.01776526910363713,0.9998421851540749
02_07_2020_00_51_20,0.01782313031142386,0.999841155397147
02_07_2020_00_51_30,0.01788099145952128,0.9998401222917714
02_07_2020_00_51_40,0.017938852547735626,0.9998390858379516
02_07_2020_00_51_50,0.017996713575873118,0.9998380460356907
02_07_2020_00_52_00,0.018054574543739977,0.9998370028849926
02_07_2020_00_52_10,0.018112435451142436,0.9998359563858604
02_07_2020_00_52_20,0.018170296297886714,0.999834906538298
02_07_2020_00_52_30,0.018228157083779038,0.9998338533423086
02_07_2020_00_52_40,0.01828601780862563,0.9998327967978959
02_07_2020_00_52_50,0.018343878472232723,0.9998317369050634
02_07_2020_00_53_00,0.018401739074406533,0.9998306736638146
02_07_2020_00_53_10,0.018459599614953297,0.9998296070741532
02_07_2020_00_53_20,0.018517460093679227,0.9998285371360827
02_07_2020_00_53_30,0.018575320510390562,0.9998274638496065
02_07_2020_00_53_40,0.018633180864893528,0.9998263872147285
02_07_2020_00_53_50,0.018691041156994343,0.9998253072314521
02_07_2020_00_54_00,0.018748901386499244,0.999824223899781
02_07_2020_00_54_10,0.01880676155321445,0.9998231372197187
02_07_2020_00_54_20,0.018864621656946197,0.9998220471912691
02_07_2020_00_54_30,0.0189224816975007,0.9998209538144356
02_07_2020_00_54_40,0.0189803416746842,0.9998198570892219
02_07_2020_00_54_50,0.019038201588302918,0.9998187570156318
02_07_2020_00_55_00,0.019096061438163087,0.999817653593669
02_07_2020_00_55_10,0.01915392122407093,0.999816546823337
02_07_2020_00_55_20,0.019211780945832677,0.9998154367046397
02_07_2020_00_55_30,0.019269640603254562,0.9998143232375807
02_07_2020_00_55_40,0.019327500196142804,0.9998132064221636
02_07_2020_00_55_50,0.019385359724303646,0.9998120862583926
02_07_2020_00_56_00,0.01944321918754331,0.9998109627462709
02_07_2020_00_56_10,0.019501078585668026,0.9998098358858026
02_07_2020_00_56_20,0.01955893791848402,0.9998087056769914
02_07_2020_00_56_30,0.01961679718579753,0.9998075721198411
02_07_2020_00_56_40,0.019674656387414783,0.9998064352143554
02_07_2020_00_56_50,0.01973251552314201,0.9998052949605383
02_07_2020_00_57_00,0.019790374592785438,0.9998041513583934
02_07_2020_00_57_10,0.01984823359615131,0.9998030044079247
02_07_2020_00_57_20,0.019906092533045844,0.9998018541091359
02_07_2020_00_57_30,0.019963951403275275,0.999800700462031
02_07_2020_00_57_40,0.02002181020664584,0.9997995434666136
02_07_2020_00_57_50,0.020079668942963768,0.9997983831228879
02_07_2020_00_58_00,0.02013752761203529,0.9997972194308576
02_07_2020_00_58_10,0.020195386213666636,0.9997960523905267
02_07_2020_00_58_20,0.020253244747664045,0.999794882001899
02_07_2020_00_58_30,0.02031110321383375,0.9997937082649785
02_07_2020_00_58_40,0.02036896161198198,0.9997925311797691
02_07_2020_00_58_50,0.02042681994191497,0.9997913507462748
02_07_2020_00_59_00,0.02048467820343895,0.9997901669644994
02_07_2020_00_59_10,0.02054253639636016,0.9997889798344469
02_07_2020_00_59_20,0.020600394520484826,0.9997877893561214
02_07_2020_00_59_30,0.020658252575619197,0.999786595529527
02_07_2020_00_59_40,0.02071611056156949,0.9997853983546673
02_07_2020_00_59_50,0.020773968478141953,0.9997841978315466
02_07_2020_01_00_00,0.020831826325142813,0.9997829939601689
02_07_2020_01_00_10,0.02088968410237831,0.9997817867405381
02_07_2020_01_00_20,0.020947541809654677,0.9997805761726584
02_07_2020_01_00_30,0.021005399446778154,0.9997793622565337
02_07_2020_01_00_40,0.021063257013554965,0.9997781449921682
02_07_2020_01_00_50,0.02112111450979136,0.9997769243795659
02_07_2020_01_01_00,0.02117897193529357,0.999775700418731
02_07_2020_01_01_10,0.021236829289867826,0.9997744731096674
02_07_2020_01_01_20,0.021294686573320377,0.9997732424523793
02_07_2020_01_01_30,0.02135254378545745,0.9997720084468709
02_07_2020_01_01_40,0.02141040092608529,0.9997707710931463
02_07_2020_01_01_50,0.021468257995010124,0.9997695303912095
02_07_2020_01_02_00,0.021526114992038204,0.999768286341065
02_07_2020_01_02_10,0.021583971916975756,0.9997670389427165
02_07_2020_01_02_20,0.021641828769629022,0.9997657881961685
02_07_2020_01_02_30,0.021699685549804244,0.9997645341014251
02_07_2020_01_02_40,0.021757542257307656,0.9997632766584905
02_07_2020_01_02_50,0.0218153988919455,0.999762015867369
02_07_2020_01_03_00,0.021873255453524015,0.9997607517280647
02_07_2020_01_03_10,0.02193111194184944,0.9997594842405818
02_07_2020_01_03_20,0.021988968356728013,0.9997582134049247
02_07_2020_01_03_30,0.02204682469796598,0.9997569392210974
02_07_2020_01_03_40,0.02210468096536957,0.9997556616891046
02_07_2020_01_03_50,0.022162537158745037,0.9997543808089501
02_07_2020_01_04_00,0.022220393277898615,0.9997530965806385
02_07_2020_01_04_10,0.022278249322636542,0.999751809004174
02_07_2020_01_04_20,0.022336105292765068,0.999750518079561
02_07_2020_01_04_30,0.022393961188090426,0.9997492238068036
02_07_2020_01_04_40,0.022451817008418862,0.9997479261859064
02_07_2020_01_04_50,0.022509672753556614,0.9997466252168735
02_07_2020_01_05_00,0.022567528423309932,0.9997453208997095
02_07_2020_01_05_10,0.022625384017485053,0.9997440132344186
02_07_2020_01_05_20,0.02268323953588822,0.9997427022210053
02_07_2020_01_05_30,0.022741094978325674,0.9997413878594738
02_07_2020_01_05_40,0.022798950344603663,0.9997400701498287
02_07_2020_01_05_50,0.02285680563452843,0.9997387490920743
02_07_2020_01_06_00,0.022914660847906217,0.999737424686215
02_07_2020_01_06_10,0.02297251598454327,0.9997360969322554
02_07_2020_01_06_20,0.02303037104424583,0.9997347658301997
02_07_2020_01_06_30,0.023088226026820143,0.9997334313800527
02_07_2020_01_06_40,0.023146080932072453,0.9997320935818185
02_07_2020_01_06_50,0.02320393575980901,0.9997307524355018
02_07_2020_01_07_00,0.023261790509836053,0.9997294079411071
02_07_2020_01_07_10,0.023319645181959833,0.9997280600986388
02_07_2020_01_07_20,0.023377499775986587,0.9997267089081014
02_07_2020_01_07_30,0.02343535429172257,0.9997253543694995
02_07_2020_01_07_40,0.02349320872897403,0.9997239964828377
02_07_2020_01_07_50,0.023551063087547203,0.9997226352481204
02_07_2020_01_08_00,0.023608917367248346,0.9997212706653522
02_07_2020_01_08_10,0.023666771567883705,0.9997199027345377
02_07_2020_01_08_20,0.02372462568925952,0.9997185314556816
02_07_2020_01_08_30,0.023782479731182044,0.9997171568287883
02_07_2020_01_08_40,0.023840333693457526,0.9997157788538623
02_07_2020_01_08_50,0.023898187575892214,0.9997143975309085
02_07_2020_01_09_00,0.023956041378292357,0.9997130128599315
02_07_2020_01_09_10,0.024013895100464196,0.9997116248409358
02_07_2020_01_09_20,0.02407174874221399,0.9997102334739261
02_07_2020_01_09_30,0.024129602303347986,0.9997088387589069
02_07_2020_01_09_40,0.024187455783672426,0.9997074406958832
02_07_2020_01_09_50,0.02424530918299357,0.9997060392848595
02_07_2020_01_10_00,0.024303162501117668,0.9997046345258405
02_07_2020_01_10_10,0.024361015737850964,0.9997032264188308
02_07_2020_01_10_20,0.024418868892999705,0.9997018149638354
02_07_2020_01_10_30,0.024476721966370154,0.9997004001608587
02_07_2020_01_10_40,0.02453457495776856,0.9996989820099056
02_07_2020_01_10_50,0.024592427867001165,0.9996975605109809
02_07_2020_01_11_00,0.024650280693874226,0.9996961356640893
02_07_2020_01_11_10,0.024708133438194,0.9996947074692355
02_07_2020_01_11_20,0.024765986099766733,0.9996932759264244
02_07_2020_01_11_30,0.02482383867839868,0.9996918410356608
02_07_2020_01_11_40,0.02488169117389609,0.9996904027969493
02_07_2020_01_11_50,0.024939543586065226,0.999688961210295
02_07_2020_01_12_00,0.024997395914712332,0.9996875162757026
02_07_2020_01_12_10,0.02505524815964366,0.9996860679931768
02_07_2020_01_12_20,0.025113100320665476,0.9996846163627228
02_07_2020_01_12_30,0.025170952397584028,0.9996831613843451
02_07_2020_01_12_40,0.025228804390205566,0.9996817030580487
02_07_2020_01_12_50,0.025286656298336346,0.9996802413838386
02_07_2020_01_13_00,0.02534450812178263,0.9996787763617195
02_07_2020_01_13_10,0.025402359860350672,0.9996773079916965
02_07_2020_01_13_20,0.02546021151384672,0.9996758362737744
02_07_2020_01_13_30,0.025518063082077033,0.9996743612079582
02_07_2020_01_13_40,0.025575914564847875,0.9996728827942527
02_07_2020_01_13_50,0.025633765961965493,0.9996714010326629
02_07_2020_01_14_00,0.025691617273236145,0.9996699159231939
02_07_2020_01_14_10,0.025749468498466096,0.9996684274658505
02_07_2020_01_14_20,0.025807319637461596,0.9996669356606379
02_07_2020_01_14_30,0.025865170690028902,0.9996654405075609
02_07_2020_01_14_40,0.02592302165597428,0.9996639420066245
