d_m_Y_H_M_S,Temperature1,Temperature2
03_07_2020_00_09_10,0.4822163369743621,0.8760521698820387
03_07_2020_00_09_20,0.48226703363040235,0.8760242623770944
03_07_2020_00_09_30,0.4823177286713399,0.8759963519383627
03_07_2020_00_09_40,0.48236842209700526,0.8759684385659368
03_07_2020_00_09_50,0.4824191139072285,0.8759405222599104
03_07_2020_00_10_00,0.4824698041018398,0.8759126030203769
03_07_2020_00_10_10,0.48252049268066965,0.8758846808474298
03_07_2020_00_10_20,0.482571179643548,0.8758567557411626
03_07_2020_00_10_30,0.4826218649903053,0.8758288277016688
03_07_2020_00_10_40,0.4826725487207717,0.8758008967290422
03_07_2020_00_10_50,0.48272323083477753,0.8757729628233759
03_07_2020_00_11_00,0.4827739113321531,0.8757450259847637
03_07_2020_00_11_10,0.48282459021272844,0.8757170862132991
03_07_2020_00_11_20,0.48287526747633414,0.8756891435090758
03_07_2020_00_11_30,0.48292594312280024,0.8756611978721873
03_07_2020_00_11_40,0.48297661715195717,0.875633249302727
03_07_2020_00_11_50,0.4830272895636353,0.8756052978007888
03_07_2020_00_12_00,0.4830779603576646,0.8755773433664662
03_07_2020_00_12_10,0.4831286295338757,0.8755493859998527
03_07_2020_00_12_20,0.4831792970920987,0.8755214257010421
03_07_2020_00_12_30,0.48322996303216414,0.8754934624701279
03_07_2020_00_12_40,0.48328062735390215,0.8754654963072038
03_07_2020_00_12_50,0.48333129005714315,0.8754375272123636
03_07_2020_00_13_00,0.48338195114171745,0.8754095551857006
03_07_2020_00_13_10,0.4834326106074553,0.8753815802273089
03_07_2020_00_13_20,0.4834832684541872,0.875353602337282
03_07_2020_00_13_30,0.48353392468174333,0.8753256215157136
03_07_2020_00_13_40,0.4835845792899542,0.8752976377626973
03_07_2020_00_13_50,0.48363523227865013,0.8752696510783269
03_07_2020_00_14_00,0.48368588364766135,0.8752416614626963
03_07_2020_00_14_10,0.48373653339681844,0.8752136689158989
03_07_2020_00_14_20,0.4837871815259515,0.8751856734380288
03_07_2020_00_14_30,0.4838378280348913,0.8751576750291795
03_07_2020_00_14_40,0.4838884729234678,0.8751296736894449
03_07_2020_00_14_50,0.48393911619151175,0.8751016694189188
03_07_2020_00_15_00,0.48398975783885334,0.8750736622176947
03_07_2020_00_15_10,0.484040397865323,0.8750456520858668
03_07_2020_00_15_20,0.4840910362707512,0.8750176390235286
03_07_2020_00_15_30,0.48414167305496825,0.8749896230307741
03_07_2020_00_15_40,0.4841923082178047,0.8749616041076971
03_07_2020_00_15_50,0.4842429417590909,0.8749335822543913
03_07_2020_00_16_00,0.4842935736786572,0.8749055574709507
03_07_2020_00_16_10,0.48434420397633426,0.874877529757469
03_07_2020_00_16_20,0.48439483265195227,0.8748494991140403
03_07_2020_00_16_30,0.48444545970534186,0.8748214655407582
03_07_2020_00_16_40,0.4844960851363334,0.8747934290377167
03_07_2020_00_16_50,0.48454670894475727,0.8747653896050098
03_07_2020_00_17_00,0.4845973311304441,0.8747373472427313
03_07_2020_00_17_10,0.4846479516932242,0.8747093019509752
03_07_2020_00_17_20,0.4846985706329282,0.8746812537298352
03_07_2020_00_17_30,0.48474918794938643,0.8746532025794055
03_07_2020_00_17_40,0.48479980364242947,0.8746251484997798
03_07_2020_00_17_50,0.48485041771188786,0.8745970914910521
03_07_2020_00_18_00,0.48490103015759184,0.8745690315533167
03_07_2020_00_18_10,0.4849516409793722,0.8745409686866671
03_07_2020_00_18_20,0.4850022501770592,0.8745129028911975
03_07_2020_00_18_30,0.4850528577504837,0.8744848341670021
03_07_2020_00_18_40,0.4851034636994759,0.8744567625141745
03_07_2020_00_18_50,0.4851540680238663,0.8744286879328089
03_07_2020_00_19_00,0.48520467072348566,0.8744006104229993
03_07_2020_00_19_10,0.4852552717981643,0.8743725299848398
03_07_2020_00_19_20,0.48530587124773295,0.8743444466184245
03_07_2020_00_19_30,0.48535646907202196,0.8743163603238472
03_07_2020_00_19_40,0.4854070652708621,0.8742882711012021
03_07_2020_00_19_50,0.4854576598440838,0.8742601789505833
03_07_2020_00_20_00,0.4855082527915175,0.8742320838720848
03_07_2020_00_20_10,0.48555884411299394,0.8742039858658008
03_07_2020_00_20_20,0.4856094338083436,0.8741758849318253
03_07_2020_00_20_30,0.48566002187739715,0.8741477810702525
03_07_2020_00_20_40,0.48571060831998514,0.8741196742811764
03_07_2020_00_20_50,0.485761193135938,0.8740915645646913
03_07_2020_00_21_00,0.4858117763250866,0.8740634519208912
03_07_2020_00_21_10,0.4858623578872613,0.8740353363498703
03_07_2020_00_21_20,0.48591293782229283,0.8740072178517226
03_07_2020_00_21_30,0.4859635161300117,0.8739790964265426
03_07_2020_00_21_40,0.4860140928102487,0.8739509720744242
03_07_2020_00_21_50,0.4860646678628343,0.8739228447954617
03_07_2020_00_22_00,0.4861152412875991,0.8738947145897493
03_07_2020_00_22_10,0.4861658130843739,0.873866581457381
03_07_2020_00_22_20,0.4862163832529891,0.8738384453984515
03_07_2020_00_22_30,0.48626695179327556,0.8738103064130545
03_07_2020_00_22_40,0.4863175187050639,0.8737821645012845
03_07_2020_00_22_50,0.48636808398818454,0.8737540196632358
03_07_2020_00_23_00,0.48641864764246845,0.8737258718990025
03_07_2020_00_23_10,0.48646920966774604,0.873697721208679
03_07_2020_00_23_20,0.48651977006384817,0.8736695675923595
03_07_2020_00_23_30,0.4865703288306054,0.8736414110501382
03_07_2020_00_23_40,0.4866208859678484,0.8736132515821096
03_07_2020_00_23_50,0.48667144147540803,0.8735850891883677
03_07_2020_00_24_00,0.4867219953531147,0.8735569238690073
03_07_2020_00_24_10,0.48677254760079935,0.8735287556241222
03_07_2020_00_24_20,0.48682309821829256,0.8735005844538072
03_07_2020_00_24_30,0.4868736472054251,0.8734724103581563
03_07_2020_00_24_40,0.4869241945620276,0.8734442333372638
03_07_2020_00_24_50,0.4869747402879308,0.8734160533912245
03_07_2020_00_25_00,0.48702528438296555,0.8733878705201323
03_07_2020_00_25_10,0.4870758268469624,0.873359684724082
03_07_2020_00_25_20,0.4871263676797522,0.8733314960031677
03_07_2020_00_25_30,0.48717690688116566,0.8733033043574838
03_07_2020_00_25_40,0.48722744445103344,0.873275109787125
03_07_2020_00_25_50,0.48727798038918646,0.8732469122921853
03_07_2020_00_26_00,0.48732851469545524,0.8732187118727596
03_07_2020_00_26_10,0.48737904736967086,0.8731905085289419
03_07_2020_00_26_20,0.48742957841166373,0.8731623022608269
03_07_2020_00_26_30,0.48748010782126494,0.8731340930685091
03_07_2020_00_26_40,0.4875306355983052,0.8731058809520827
03_07_2020_00_26_50,0.487581161742615,0.8730776659116426
03_07_2020_00_27_00,0.48763168625402553,0.873049447947283
03_07_2020_00_27_10,0.4876822091323673,0.8730212270590985
03_07_2020_00_27_20,0.48773273037747134,0.8729930032471834
03_07_2020_00_27_30,0.48778324998916833,0.8729647765116325
03_07_2020_00_27_40,0.48783376796728894,0.8729365468525403
03_07_2020_00_27_50,0.4878842843116643,0.8729083142700012
03_07_2020_00_28_00,0.48793479902212494,0.8728800787641098
03_07_2020_00_28_10,0.4879853120985019,0.8728518403349607
03_07_2020_00_28_20,0.4880358235406258,0.8728235989826485
03_07_2020_00_28_30,0.48808633334832774,0.8727953547072677
03_07_2020_00_28_40,0.4881368415214384,0.8727671075089128
03_07_2020_00_28_50,0.4881873480597886,0.8727388573876786
03_07_2020_00_29_00,0.48823785296320926,0.8727106043436597
03_07_2020_00_29_10,0.4882883562315312,0.8726823483769506
03_07_2020_00_29_20,0.4883388578645854,0.8726540894876459
03_07_2020_00_29_30,0.48838935786220267,0.8726258276758403
03_07_2020_00_29_40,0.4884398562242137,0.8725975629416286
03_07_2020_00_29_50,0.4884903529504497,0.8725692952851052
03_07_2020_00_30_00,0.48854084804074127,0.872541024706365
03_07_2020_00_30_10,0.4885913414949195,0.8725127512055024
03_07_2020_00_30_20,0.48864183331281524,0.8724844747826124
03_07_2020_00_30_30,0.4886923234942593,0.8724561954377894
03_07_2020_00_30_40,0.48874281203908265,0.8724279131711283
03_07_2020_00_30_50,0.4887932989471162,0.872399627982724
03_07_2020_00_31_00,0.48884378421819097,0.8723713398726707
03_07_2020_00_31_10,0.4888942678521377,0.8723430488410636
03_07_2020_00_31_20,0.4889447498487875,0.8723147548879973
03_07_2020_00_31_30,0.48899523020797125,0.8722864580135663
03_07_2020_00_31_40,0.48904570892951976,0.8722581582178659
03_07_2020_00_31_50,0.48909618601326416,0.8722298555009904
03_07_2020_00_32_00,0.48914666145903524,0.8722015498630348
03_07_2020_00_32_10,0.48919713526666414,0.8721732413040939
03_07_2020_00_32_20,0.4892476074359818,0.8721449298242623
03_07_2020_00_32_30,0.48929807796681896,0.8721166154236352
03_07_2020_00_32_40,0.48934854685900686,0.872088298102307
03_07_2020_00_32_50,0.4893990141123763,0.8720599778603729
03_07_2020_00_33_00,0.4894494797267584,0.8720316546979275
03_07_2020_00_33_10,0.489499943701984,0.8720033286150658
03_07_2020_00_33_20,0.48955040603788436,0.8719749996118825
03_07_2020_00_33_30,0.48960086673429026,0.8719466676884726
03_07_2020_00_33_40,0.4896513257910327,0.871918332844931
03_07_2020_00_33_50,0.48970178320794283,0.8718899950813526
03_07_2020_00_34_00,0.48975223898485154,0.8718616543978321
03_07_2020_00_34_10,0.48980269312158997,0.8718333107944647
03_07_2020_00_34_20,0.4898531456179891,0.871804964271345
03_07_2020_00_34_30,0.4899035964738798,0.8717766148285683
03_07_2020_00_34_40,0.48995404568909345,0.8717482624662293
03_07_2020_00_34_50,0.4900044932634608,0.871719907184423
03_07_2020_00_35_00,0.4900549391968131,0.8716915489832443
03_07_2020_00_35_10,0.49010538348898125,0.8716631878627883
03_07_2020_00_35_20,0.49015582613979647,0.8716348238231499
03_07_2020_00_35_30,0.4902062671490897,0.8716064568644242
03_07_2020_00_35_40,0.490256706516692,0.871578086986706
03_07_2020_00_35_50,0.49030714424243466,0.8715497141900905
03_07_2020_00_36_00,0.49035758032614846,0.8715213384746726
03_07_2020_00_36_10,0.4904080147676647,0.8714929598405474
03_07_2020_00_36_20,0.4904584475668145,0.8714645782878099
03_07_2020_00_36_30,0.49050887872342874,0.8714361938165551
03_07_2020_00_36_40,0.4905593082373388,0.8714078064268782
03_07_2020_00_36_50,0.49060973610837555,0.8713794161188742
03_07_2020_00_37_00,0.49066016233637033,0.8713510228926381
03_07_2020_00_37_10,0.49071058692115405,0.8713226267482651
03_07_2020_00_37_20,0.49076100986255805,0.8712942276858502
03_07_2020_00_37_30,0.49081143116041337,0.8712658257054886
03_07_2020_00_37_40,0.49086185081455097,0.8712374208072754
03_07_2020_00_37_50,0.4909122688248023,0.8712090129913057
03_07_2020_00_38_00,0.4909626851909983,0.8711806022576747
03_07_2020_00_38_10,0.4910130999129703,0.8711521886064774
03_07_2020_00_38_20,0.49106351299054934,0.871123772037809
03_07_2020_00_38_30,0.49111392442356655,0.8710953525517648
03_07_2020_00_38_40,0.49116433421185324,0.8710669301484398
03_07_2020_00_38_50,0.4912147423552404,0.8710385048279294
03_07_2020_00_39_00,0.49126514885355943,0.8710100765903286
03_07_2020_00_39_10,0.49131555370664143,0.8709816454357326
03_07_2020_00_39_20,0.49136595691431745,0.8709532113642369
03_07_2020_00_39_30,0.49141635847641896,0.8709247743759364
03_07_2020_00_39_40,0.4914667583927769,0.8708963344709265
03_07_2020_00_39_50,0.4915171566632227,0.8708678916493023
03_07_2020_00_40_00,0.49156755328758744,0.8708394459111592
03_07_2020_00_40_10,0.4916179482657025,0.8708109972565925
03_07_2020_00_40_20,0.4916683415973989,0.8707825456856972
03_07_2020_00_40_30,0.491718733282508,0.870754091198569
03_07_2020_00_40_40,0.49176912332086103,0.8707256337953029
03_07_2020_00_40_50,0.4918195117122891,0.8706971734759942
03_07_2020_00_41_00,0.4918698984566237,0.8706687102407382
03_07_2020_00_41_10,0.491920283553696,0.8706402440896305
03_07_2020_00_41_20,0.4919706670033371,0.8706117750227662
03_07_2020_00_41_30,0.4920210488053785,0.8705833030402406
03_07_2020_00_41_40,0.4920714289596512,0.8705548281421491
03_07_2020_00_41_50,0.4921218074659868,0.8705263503285873
03_07_2020_00_42_00,0.49217218432421633,0.8704978695996501
03_07_2020_00_42_10,0.49222255953417127,0.8704693859554333
03_07_2020_00_42_20,0.4922729330956828,0.8704408993960322
03_07_2020_00_42_30,0.4923233050085822,0.870412409921542
03_07_2020_00_42_40,0.4923736752727008,0.8703839175320583
03_07_2020_00_42_50,0.4924240438878699,0.8703554222276766
03_07_2020_00_43_00,0.4924744108539209,0.870326924008492
03_07_2020_00_43_10,0.49252477617068513,0.8702984228746002
03_07_2020_00_43_20,0.4925751398379937,0.8702699188260967
03_07_2020_00_43_30,0.4926255018556782,0.8702414118630768
03_07_2020_00_43_40,0.49267586222356974,0.870212901985636
03_07_2020_00_43_50,0.4927262209414999,0.8701843891938698
03_07_2020_00_44_00,0.49277657800929986,0.8701558734878737
03_07_2020_00_44_10,0.49282693342680106,0.8701273548677431
03_07_2020_00_44_20,0.4928772871938349,0.8700988333335736
03_07_2020_00_44_30,0.49292763931023253,0.8700703088854609
03_07_2020_00_44_40,0.4929779897758256,0.8700417815235002
03_07_2020_00_44_50,0.49302833859044526,0.8700132512477872
03_07_2020_00_45_00,0.49307868575392305,0.8699847180584174
03_07_2020_00_45_10,0.4931290312660903,0.8699561819554864
03_07_2020_00_45_20,0.49317937512677834,0.8699276429390898
03_07_2020_00_45_30,0.4932297173358187,0.869899101009323
03_07_2020_00_45_40,0.49328005789304263,0.8698705561662818
03_07_2020_00_45_50,0.4933303967982818,0.8698420084100618
03_07_2020_00_46_00,0.49338073405136734,0.8698134577407584
03_07_2020_00_46_10,0.49343106965213074,0.8697849041584673
03_07_2020_00_46_20,0.49348140360040355,0.8697563476632841
03_07_2020_00_46_30,0.49353173589601707,0.8697277882553047
03_07_2020_00_46_40,0.4935820665388028,0.8696992259346243
03_07_2020_00_46_50,0.49363239552859217,0.869670660701339
03_07_2020_00_47_00,0.4936827228652167,0.8696420925555441
03_07_2020_00_47_10,0.49373304854850775,0.8696135214973355
03_07_2020_00_47_20,0.49378337257829674,0.8695849475268089
03_07_2020_00_47_30,0.4938336949544153,0.8695563706440598
03_07_2020_00_47_40,0.49388401567669477,0.8695277908491841
03_07_2020_00_47_50,0.4939343347449667,0.8694992081422772
03_07_2020_00_48_00,0.4939846521590625,0.8694706225234352
03_07_2020_00_48_10,0.4940349679188137,0.8694420339927538
03_07_2020_00_48_20,0.4940852820240518,0.8694134425503284
03_07_2020_00_48_30,0.4941355944746082,0.8693848481962552
03_07_2020_00_48_40,0.49418590527031464,0.8693562509306295
03_07_2020_00_48_50,0.49423621441100235,0.8693276507535475
03_07_2020_00_49_00,0.4942865218965031,0.8692990476651046
03_07_2020_00_49_10,0.4943368277266482,0.8692704416653969
03_07_2020_00_49_20,0.49438713190126926,0.86924183275452
03_07_2020_00_49_30,0.49443743442019794,0.8692132209325698
03_07_2020_00_49_40,0.4944877352832655,0.8691846061996422
03_07_2020_00_49_50,0.49453803449030376,0.8691559885558329
03_07_2020_00_50_00,0.4945883320411441,0.8691273680012377
03_07_2020_00_50_10,0.4946386279356181,0.8690987445359527
03_07_2020_00_50_20,0.4946889221735574,0.8690701181600735
03_07_2020_00_50_30,0.49473921475479343,0.869041488873696
03_07_2020_00_50_40,0.4947895056791579,0.8690128566769162
03_07_2020_00_50_50,0.4948397949464823,0.86898422156983
03_07_2020_00_51_00,0.4948900825565983,0.8689555835525331
03_07_2020_00_51_10,0.4949403685093374,0.8689269426251216
03_07_2020_00_51_20,0.49499065280453114,0.8688982987876913
03_07_2020_00_51_30,0.49504093544201133,0.8688696520403382
03_07_2020_00_51_40,0.4950912164216093,0.8688410023831583
03_07_2020_00_51_50,0.4951414957431569,0.8688123498162473
03_07_2020_00_52_00,0.4951917734064857,0.8687836943397014
03_07_2020_00_52_10,0.49524204941142713,0.8687550359536166
03_07_2020_00_52_20,0.49529232375781307,0.8687263746580886
03_07_2020_00_52_30,0.49534259644547496,0.8686977104532136
03_07_2020_00_52_40,0.4953928674742446,0.8686690433390876
03_07_2020_00_52_50,0.4954431368439535,0.8686403733158065
03_07_2020_00_53_00,0.4954934045544333,0.8686117003834664
03_07_2020_00_53_10,0.49554367060551585,0.8685830245421632
03_07_2020_00_53_20,0.4955939349970325,0.8685543457919931
03_07_2020_00_53_30,0.4956441977288153,0.868525664133052
03_07_2020_00_53_40,0.4956944588006955,0.8684969795654361
03_07_2020_00_53_50,0.49574471821250515,0.8684682920892414
03_07_2020_00_54_00,0.49579497596407573,0.8684396017045639
03_07_2020_00_54_10,0.4958452320552389,0.8684109084114998
03_07_2020_00_54_20,0.49589548648582654,0.8683822122101451
03_07_2020_00_54_30,0.4959457392556701,0.8683535131005959
03_07_2020_00_54_40,0.4959959903646015,0.8683248110829485
03_07_2020_00_54_50,0.4960462398124524,0.8682961061572987
03_07_2020_00_55_00,0.49609648759905434,0.868267398323743
03_07_2020_00_55_10,0.4961467337242393,0.8682386875823772
03_07_2020_00_55_20,0.49619697818783876,0.8682099739332977
03_07_2020_00_55_30,0.4962472209896847,0.8681812573766005
03_07_2020_00_55_40,0.4962974621296087,0.8681525379123819
03_07_2020_00_55_50,0.49634770160744257,0.8681238155407379
03_07_2020_00_56_00,0.496397939423018,0.8680950902617649
03_07_2020_00_56_10,0.4964481755761668,0.868066362075559
03_07_2020_00_56_20,0.4964984100667207,0.8680376309822164
03_07_2020_00_56_30,0.4965486428945114,0.8680088969818334
03_07_2020_00_56_40,0.4965988740593708,0.8679801600745061
03_07_2020_00_56_50,0.4966491035611307,0.8679514202603308
03_07_2020_00_57_00,0.49669933139962263,0.8679226775394038
03_07_2020_00_57_10,0.4967495575746787,0.8678939319118213
03_07_2020_00_57_20,0.4967997820861304,0.8678651833776796
03_07_2020_00_57_30,0.4968500049338098,0.8678364319370748
03_07_2020_00_57_40,0.4969002261175485,0.8678076775901036
03_07_2020_00_57_50,0.49695044563717855,0.8677789203368619
03_07_2020_00_58_00,0.4970006634925315,0.8677501601774461
03_07_2020_00_58_10,0.4970508796834393,0.8677213971119527
03_07_2020_00_58_20,0.4971010942097338,0.8676926311404778
03_07_2020_00_58_30,0.4971513070712467,0.867663862263118
03_07_2020_00_58_40,0.49720151826781,0.8676350904799693
03_07_2020_00_58_50,0.4972517277992555,0.8676063157911283
03_07_2020_00_59_00,0.497301935665415,0.8675775381966914
03_07_2020_00_59_10,0.4973521418661204,0.8675487576967548
03_07_2020_00_59_20,0.49740234640120345,0.8675199742914149
03_07_2020_00_59_30,0.4974525492704962,0.8674911879807682
03_07_2020_00_59_40,0.49750275047383036,0.8674623987649112
03_07_2020_00_59_50,0.49755295001103794,0.86743360664394
03_07_2020_01_00_00,0.49760314788195076,0.8674048116179512
03_07_2020_01_00_10,0.49765334408640066,0.8673760136870413
03_07_2020_01_00_20,0.4977035386242196,0.8673472128513067
03_07_2020_01_00_30,0.49775373149523944,0.8673184091108439
03_07_2020_01_00_40,0.49780392269929213,0.8672896024657492
03_07_2020_01_00_50,0.49785411223620957,0.8672607929161191
03_07_2020_01_01_00,0.4979043001058236,0.8672319804620503
03_07_2020_01_01_10,0.4979544863079663,0.867203165103639
03_07_2020_01_01_20,0.49800467084246935,0.867174346840982
03_07_2020_01_01_30,0.498054853709165,0.8671455256741756
03_07_2020_01_01_40,0.498105034907885,0.8671167016033163
03_07_2020_01_01_50,0.49815521443846117,0.8670878746285008
03_07_2020_01_02_00,0.49820539230072575,0.8670590447498255
03_07_2020_01_02_10,0.49825556849451047,0.8670302119673872
03_07_2020_01_02_20,0.4983057430196475,0.8670013762812819
03_07_2020_01_02_30,0.4983559158759685,0.8669725376916069
03_07_2020_01_02_40,0.49840608706330575,0.8669436961984581
03_07_2020_01_02_50,0.49845625658149106,0.8669148518019325
03_07_2020_01_03_00,0.4985064244303564,0.8668860045021267
03_07_2020_01_03_10,0.4985565906097339,0.8668571542991372
03_07_2020_01_03_20,0.4986067551194554,0.8668283011930606
03_07_2020_01_03_30,0.498656917959353,0.8667994451839935
03_07_2020_01_03_40,0.4987070791292587,0.8667705862720327
03_07_2020_01_03_50,0.49875723862900445,0.8667417244572747
03_07_2020_01_04_00,0.4988073964584223,0.8667128597398162
03_07_2020_01_04_10,0.4988575526173442,0.8666839921197539
03_07_2020_01_04_20,0.4989077071056024,0.8666551215971844
03_07_2020_01_04_30,0.49895785992302866,0.8666262481722045
03_07_2020_01_04_40,0.4990080110694552,0.8665973718449107
03_07_2020_01_04_50,0.499058160544714,0.8665684926153999
03_07_2020_01_05_00,0.4991083083486371,0.8665396104837688
03_07_2020_01_05_10,0.4991584544810566,0.8665107254501141
03_07_2020_01_05_20,0.49920859894180447,0.8664818375145324
03_07_2020_01_05_30,0.49925874173071294,0.8664529466771206
03_07_2020_01_05_40,0.499308882847614,0.8664240529379754
03_07_2020_01_05_50,0.49935902229233964,0.8663951562971937
03_07_2020_01_06_00,0.4994091600647221,0.866366256754872
03_07_2020_01_06_10,0.4994592961645932,0.8663373543111074
03_07_2020_01_06_20,0.49950943059178543,0.8663084489659963
03_07_2020_01_06_30,0.49955956334613055,0.866279540719636
03_07_2020_01_06_40,0.4996096944274609,0.8662506295721228
03_07_2020_01_06_50,0.4996598238356085,0.8662217155235539
03_07_2020_01_07_00,0.4997099515704053,0.866192798574026
03_07_2020_01_07_10,0.49976007763168373,0.8661638787236359
03_07_2020_01_07_20,0.4998102020192757,0.8661349559724806
03_07_2020_01_07_30,0.49986032473301345,0.8661060303206567
03_07_2020_01_07_40,0.49991044577272914,0.8660771017682614
03_07_2020_01_07_50,0.49996056513825476,0.8660481703153913
03_07_2020_01_08_00,0.5000106828294226,0.8660192359621434
03_07_2020_01_08_10,0.5000607988460648,0.8659902987086145
03_07_2020_01_08_20,0.5001109131880135,0.8659613585549018
03_07_2020_01_08_30,0.5001610258551009,0.8659324155011019
03_07_2020_01_08_40,0.5002111368471591,0.865903469547312
03_07_2020_01_08_50,0.5002612461640203,0.8658745206936288
03_07_2020_01_09_00,0.5003113538055167,0.8658455689401494
03_07_2020_01_09_10,0.5003614597714806,0.8658166142869708
03_07_2020_01_09_20,0.500411564061744,0.8657876567341897
03_07_2020_01_09_30,0.5004616666761392,0.8657586962819033
03_07_2020_01_09_40,0.5005117676144986,0.8657297329302085
03_07_2020_01_09_50,0.5005618668766539,0.8657007666792025
03_07_2020_01_10_00,0.5006119644624378,0.865671797528982
03_07_2020_01_10_10,0.5006620603716824,0.8656428254796442
03_07_2020_01_10_20,0.5007121546042199,0.8656138505312861
03_07_2020_01_10_30,0.5007622471598825,0.8655848726840047
03_07_2020_01_10_40,0.5008123380385023,0.8655558919378972
03_07_2020_01_10_50,0.5008624272399119,0.8655269082930604
03_07_2020_01_11_00,0.5009125147639433,0.8654979217495916
03_07_2020_01_11_10,0.5009626006104289,0.8654689323075877
03_07_2020_01_11_20,0.5010126847792008,0.865439939967146
03_07_2020_01_11_30,0.5010627672700914,0.8654109447283633
03_07_2020_01_11_40,0.501112848082933,0.8653819465913368
03_07_2020_01_11_50,0.5011629272175576,0.8653529455561638
03_07_2020_01_12_00,0.5012130046737979,0.8653239416229412
03_07_2020_01_12_10,0.5012630804514858,0.8652949347917664
03_07_2020_01_12_20,0.501313154550454,0.8652659250627363
03_07_2020_01_12_30,0.5013632269705345,0.865236912435948
03_07_2020_01_12_40,0.5014132977115596,0.8652078969114989
03_07_2020_01_12_50,0.5014633667733619,0.865178878489486
03_07_2020_01_13_00,0.5015134341557733,0.8651498571700066
03_07_2020_01_13_10,0.5015634998586266,0.8651208329531578
03_07_2020_01_13_20,0.5016135638817537,0.8650918058390369
03_07_2020_01_13_30,0.5016636262249872,0.8650627758277409
03_07_2020_01_13_40,0.5017136868881594,0.8650337429193673
03_07_2020_01_13_50,0.5017637458711025,0.8650047071140131
03_07_2020_01_14_00,0.5018138031736491,0.8649756684117758
03_07_2020_01_14_10,0.5018638587956313,0.8649466268127524
03_07_2020_01_14_20,0.5019139127368817,0.8649175823170401
03_07_2020_01_14_30,0.5019639649972326,0.8648885349247364
03_07_2020_01_14_40,0.5020140155765163,0.8648594846359386
03_07_2020_01_14_50,0.5020640644745651,0.8648304314507438
03_07_2020_01_15_00,0.5021141116912116,0.8648013753692495
03_07_2020_01_15_10,0.502164157226288,0.8647723163915527
